2024-05-16 08:34:16,828 INFO    StreamThr :13331 [internal.py:wandb_internal():85] W&B internal server running at pid: 13331, started at: 2024-05-16 08:34:16.826291
2024-05-16 08:34:16,831 DEBUG   HandlerThread:13331 [handler.py:handle_request():158] handle_request: status
2024-05-16 08:34:16,849 INFO    WriterThread:13331 [datastore.py:open_for_write():87] open: /mnt/c/wsl/mount/Udacity/DevOpsML/LessonsTraining/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20240516_083416-czn64b36/run-czn64b36.wandb
2024-05-16 08:34:16,852 DEBUG   SenderThread:13331 [sender.py:send():378] send: header
2024-05-16 08:34:16,975 DEBUG   SenderThread:13331 [sender.py:send():378] send: run
2024-05-16 08:34:17,455 INFO    SenderThread:13331 [dir_watcher.py:__init__():211] watching files in: /mnt/c/wsl/mount/Udacity/DevOpsML/LessonsTraining/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20240516_083416-czn64b36/files
2024-05-16 08:34:17,456 INFO    SenderThread:13331 [sender.py:_start_run_threads():1123] run started: czn64b36 with start time 1715837656.827481
2024-05-16 08:34:17,478 DEBUG   HandlerThread:13331 [handler.py:handle_request():158] handle_request: check_version
2024-05-16 08:34:17,479 DEBUG   SenderThread:13331 [sender.py:send_request():405] send_request: check_version
2024-05-16 08:34:17,765 DEBUG   HandlerThread:13331 [handler.py:handle_request():158] handle_request: run_start
2024-05-16 08:34:17,781 ERROR   HandlerThread:13331 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2024-05-16 08:34:17,782 DEBUG   HandlerThread:13331 [system_info.py:__init__():26] System info init
2024-05-16 08:34:17,782 DEBUG   HandlerThread:13331 [system_info.py:__init__():41] System info init done
2024-05-16 08:34:17,782 INFO    HandlerThread:13331 [system_monitor.py:start():194] Starting system monitor
2024-05-16 08:34:17,783 INFO    SystemMonitor:13331 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-16 08:34:17,783 INFO    HandlerThread:13331 [system_monitor.py:probe():214] Collecting system info
2024-05-16 08:34:17,783 INFO    SystemMonitor:13331 [interfaces.py:start():188] Started cpu monitoring
2024-05-16 08:34:17,785 INFO    SystemMonitor:13331 [interfaces.py:start():188] Started disk monitoring
2024-05-16 08:34:17,786 INFO    SystemMonitor:13331 [interfaces.py:start():188] Started memory monitoring
2024-05-16 08:34:17,788 INFO    SystemMonitor:13331 [interfaces.py:start():188] Started network monitoring
2024-05-16 08:34:17,791 DEBUG   HandlerThread:13331 [system_info.py:probe():150] Probing system
2024-05-16 08:34:17,835 DEBUG   HandlerThread:13331 [system_info.py:_probe_git():135] Probing git
2024-05-16 08:34:17,941 DEBUG   HandlerThread:13331 [system_info.py:_probe_git():143] Probing git done
2024-05-16 08:34:17,942 DEBUG   HandlerThread:13331 [system_info.py:probe():198] Probing system done
2024-05-16 08:34:17,942 DEBUG   HandlerThread:13331 [system_monitor.py:probe():223] {'os': 'Linux-5.10.102.1-microsoft-standard-WSL2-x86_64-with-glibc2.31', 'python': '3.9.19', 'heartbeatAt': '2024-05-16T05:34:17.792198', 'startedAt': '2024-05-16T05:34:16.769798', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'EDA.ipynb', 'codePathLocal': 'EDA.ipynb', 'root': '/mnt/c/wsl/mount/Udacity/DevOpsML', 'git': {'remote': 'https://github.com/ofekhub88/DevOpsML.git', 'commit': 'a23687aad30e10cc5145625d60ddcff197b5d328'}, 'email': 'meirof@amdocs.com', 'host': 'meirof02', 'username': 'meirof', 'executable': '/home/meirof/miniconda3.10/envs/mlflow-836a675311f0e30f203f1765f36c1b551a87c462/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2611.211, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}, {'current': 2611.211, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 250.98248672485352, 'used': 40.25341796875}}, 'memory': {'total': 15.481483459472656}}
2024-05-16 08:34:17,942 INFO    HandlerThread:13331 [system_monitor.py:probe():224] Finished collecting system info
2024-05-16 08:34:17,943 INFO    HandlerThread:13331 [system_monitor.py:probe():227] Publishing system info
2024-05-16 08:34:17,943 DEBUG   HandlerThread:13331 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-16 08:34:18,459 INFO    Thread-12 :13331 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/wsl/mount/Udacity/DevOpsML/LessonsTraining/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20240516_083416-czn64b36/files/conda-environment.yaml
2024-05-16 08:34:20,170 DEBUG   HandlerThread:13331 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-16 08:34:20,170 DEBUG   HandlerThread:13331 [system_info.py:_save_code():44] Saving code
2024-05-16 08:34:20,170 WARNING HandlerThread:13331 [system_info.py:_save_code():46] unable to save code -- program entry not found
2024-05-16 08:34:20,171 DEBUG   HandlerThread:13331 [system_info.py:_save_patches():82] Saving git patches
2024-05-16 08:34:20,466 INFO    Thread-12 :13331 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/c/wsl/mount/Udacity/DevOpsML/LessonsTraining/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20240516_083416-czn64b36/files/conda-environment.yaml
2024-05-16 08:34:21,470 INFO    Thread-12 :13331 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/wsl/mount/Udacity/DevOpsML/LessonsTraining/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20240516_083416-czn64b36/files/diff.patch
2024-05-16 08:34:22,128 DEBUG   HandlerThread:13331 [system_info.py:_save_patches():124] Saving git patches done
2024-05-16 08:34:22,132 INFO    HandlerThread:13331 [system_monitor.py:probe():229] Finished publishing system info
2024-05-16 08:34:22,136 DEBUG   SenderThread:13331 [sender.py:send():378] send: files
2024-05-16 08:34:22,136 INFO    SenderThread:13331 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-16 08:34:22,144 INFO    SenderThread:13331 [sender.py:_save_file():1389] saving file diff.patch with policy now
2024-05-16 08:34:22,149 DEBUG   HandlerThread:13331 [handler.py:handle_request():158] handle_request: status_report
2024-05-16 08:34:22,275 DEBUG   HandlerThread:13331 [handler.py:handle_request():158] handle_request: python_packages
2024-05-16 08:34:22,276 DEBUG   SenderThread:13331 [sender.py:send_request():405] send_request: python_packages
2024-05-16 08:34:22,277 DEBUG   HandlerThread:13331 [handler.py:handle_request():158] handle_request: stop_status
2024-05-16 08:34:22,280 DEBUG   SenderThread:13331 [sender.py:send_request():405] send_request: stop_status
